,user_id,Recency_x,Frequency_x,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass,max_created_date,min_created_date,new_max_date,new_min_date
0,0.00E+00,2426,3,3424.5499689400003,1,1,1,111,5/19/2018,1/2/2018,2018-05-19,2018-01-02
1,001cf,2423,1,976.3599854,1,4,3,143,5/22/2018,5/22/2018,2018-05-22,2018-05-22
2,001gt,2454,3,12843.399688500002,2,1,1,211,4/21/2018,3/24/2018,2018-04-21,2018-03-24
3,0021c,2472,1,976.3599854,2,4,3,243,4/3/2018,4/3/2018,2018-04-03,2018-04-03
4,002ef,2507,1,1362.7300034,4,4,1,441,2/27/2018,2/27/2018,2018-02-27,2018-02-27
5,0047d,2387,1,71.81999969,1,4,4,144,6/27/2018,6/27/2018,2018-06-27,2018-06-27
6,004df,2498,1,976.3599700899999,3,4,3,343,3/8/2018,3/8/2018,2018-03-08,2018-03-08
7,0059a,2519,1,499.0899963,4,4,3,443,2/15/2018,2/15/2018,2018-02-15,2018-02-15
8,005ed,2502,2,1184.5400161799998,3,1,2,312,3/4/2018,1/16/2018,2018-03-04,2018-01-16
9,005f8,2491,1,1090.00001527,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
10,007c7,2491,1,1279.99995405,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
11,008b6,2560,1,908.1799927,4,4,3,443,1/5/2018,1/5/2018,2018-01-05,2018-01-05
12,008c8,2492,1,1143.6400146600001,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
13,00a7d,2417,1,126.3600006,1,4,4,144,5/28/2018,5/28/2018,2018-05-28,2018-05-28
14,00b1a,2451,1,71.81999969,2,4,4,244,4/24/2018,4/24/2018,2018-04-24,2018-04-24
15,00c15,2506,1,71.81999969,4,4,4,444,2/28/2018,2/28/2018,2018-02-28,2018-02-28
16,00c1e,2505,1,1226.35995466,4,4,2,442,3/1/2018,3/1/2018,2018-03-01,2018-03-01
17,00c7c,2449,1,80.91000366,2,4,4,244,4/26/2018,4/26/2018,2018-04-26,2018-04-26
18,00c7e,2482,1,71.81999969,2,4,4,244,3/24/2018,3/24/2018,2018-03-24,2018-03-24
19,00cb2,2497,1,1298.1799543500001,3,4,2,342,3/9/2018,3/9/2018,2018-03-09,2018-03-09
20,00d13,2506,1,1226.35995466,4,4,2,442,2/28/2018,2/28/2018,2018-02-28,2018-02-28
21,00f3b,2401,1,22.68000031,1,4,4,144,6/13/2018,6/13/2018,2018-06-13,2018-06-13
22,00f4e,2502,1,2725.4499969,3,4,1,341,3/4/2018,3/4/2018,2018-03-04,2018-03-04
23,00f64,2477,1,976.3599854,2,4,3,243,3/29/2018,3/29/2018,2018-03-29,2018-03-29
24,0114e,2507,1,1362.7300034,4,4,1,441,2/27/2018,2/27/2018,2018-02-27,2018-02-27
25,014af,2467,1,208.1799927,2,4,4,244,4/8/2018,4/8/2018,2018-04-08,2018-04-08
26,0157f,2403,1,44.54000092,1,4,4,144,6/11/2018,6/11/2018,2018-06-11,2018-06-11
27,016c9,2550,1,908.1799927,4,4,3,443,1/15/2018,1/15/2018,2018-01-15,2018-01-15
28,0170c,2458,1,1421.81998015,2,4,1,241,4/17/2018,4/17/2018,2018-04-17,2018-04-17
29,018d5,2506,1,1362.7300034,4,4,1,441,2/28/2018,2/28/2018,2018-02-28,2018-02-28
30,018ma,2549,1,431.3599854,4,4,3,443,1/16/2018,1/16/2018,2018-01-16,2018-01-16
31,0194e,2388,1,362.730011,1,4,3,143,6/26/2018,6/26/2018,2018-06-26,2018-06-26
32,01a6f,2507,2,2316.3599546,4,1,1,411,2/27/2018,2/27/2018,2018-02-27,2018-02-27
33,01aca,2387,1,1229.72998,1,4,2,142,6/27/2018,6/27/2018,2018-06-27,2018-06-27
34,01ae6,2479,1,108.1800003,2,4,4,244,3/27/2018,3/27/2018,2018-03-27,2018-03-27
35,01b8d,2390,1,1636.359985,1,4,1,141,6/24/2018,6/24/2018,2018-06-24,2018-06-24
36,01cd0,2465,1,797.1400146,2,4,3,243,4/10/2018,4/10/2018,2018-04-10,2018-04-10
37,01cd6,2488,1,1285.44998515,2,4,2,242,3/18/2018,3/18/2018,2018-03-18,2018-03-18
38,01d2a,2438,1,317.2600098,2,4,3,243,5/7/2018,5/7/2018,2018-05-07,2018-05-07
39,01df9,2500,1,1298.1799543500001,3,4,2,342,3/6/2018,3/6/2018,2018-03-06,2018-03-06
40,01dfb,2498,1,180.9100037,3,4,4,344,3/8/2018,3/8/2018,2018-03-08,2018-03-08
41,01eaf,2501,1,1362.72998,3,4,1,341,3/5/2018,3/5/2018,2018-03-05,2018-03-05
42,01eb6,2499,1,1226.35995466,3,4,2,342,3/7/2018,3/7/2018,2018-03-07,2018-03-07
43,01f08,2441,1,44.54999924,2,4,4,244,5/4/2018,5/4/2018,2018-05-04,2018-05-04
44,01f6d,2416,1,1090.0,1,4,3,143,5/29/2018,5/29/2018,2018-05-29,2018-05-29
45,0208d,2387,1,226.3600006,1,4,4,144,6/27/2018,6/27/2018,2018-06-27,2018-06-27
46,0212d,2491,1,1226.35995466,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
47,021bc,2504,1,1226.35995466,4,4,2,442,3/2/2018,3/2/2018,2018-03-02,2018-03-02
48,022f3,2553,1,826.3499756,4,4,3,443,1/12/2018,1/12/2018,2018-01-12,2018-01-12
49,0265e,2468,1,108.1800003,2,4,4,244,4/7/2018,4/7/2018,2018-04-07,2018-04-07
50,0266d,2514,1,53.63999939,4,4,4,444,2/20/2018,2/20/2018,2018-02-20,2018-02-20
51,026f5,2506,1,1226.35995466,4,4,2,442,2/28/2018,2/28/2018,2018-02-28,2018-02-28
52,0271b,2498,1,1226.35995466,3,4,2,342,3/8/2018,3/8/2018,2018-03-08,2018-03-08
53,027a2,2451,1,1112.72998,2,4,2,242,4/24/2018,4/24/2018,2018-04-24,2018-04-24
54,0282c,2459,1,885.7700195,2,4,3,243,4/16/2018,4/16/2018,2018-04-16,2018-04-16
55,029b3,2502,1,134.55000305,3,4,4,344,3/4/2018,3/4/2018,2018-03-04,2018-03-04
56,02ae9,2423,1,1226.359985,1,4,2,142,5/22/2018,5/22/2018,2018-05-22,2018-05-22
57,02af7,2502,1,1090.00001527,3,4,2,342,3/4/2018,3/4/2018,2018-03-04,2018-03-04
58,02c02,2562,1,4605.3999246,4,4,1,441,1/3/2018,1/3/2018,2018-01-03,2018-01-03
59,02db9,2482,1,80.91000366,2,4,4,244,3/24/2018,3/24/2018,2018-03-24,2018-03-24
60,02f18,2423,1,80.91000366,1,4,4,144,5/22/2018,5/22/2018,2018-05-22,2018-05-22
61,02f5e,2500,1,1112.73000347,3,4,2,342,3/6/2018,3/6/2018,2018-03-06,2018-03-06
62,02ff4,2470,1,242.7299957,2,4,4,244,4/5/2018,4/5/2018,2018-04-05,2018-04-05
63,0313b,2503,1,71.81999969,3,4,4,344,3/3/2018,3/3/2018,2018-03-03,2018-03-03
64,031ab,2536,1,180.9100037,4,4,4,444,1/29/2018,1/29/2018,2018-01-29,2018-01-29
65,0339c,2494,1,1090.00001527,3,4,2,342,3/12/2018,3/12/2018,2018-03-12,2018-03-12
66,033cb,2488,1,80.91000366,2,4,4,244,3/18/2018,3/18/2018,2018-03-18,2018-03-18
67,033d5,2443,1,50.0,2,4,4,244,5/2/2018,5/2/2018,2018-05-02,2018-05-02
68,033ed,2386,1,271.8200073,1,4,3,143,6/28/2018,6/28/2018,2018-06-28,2018-06-28
69,0351b,2507,1,1362.7300034,4,4,1,441,2/27/2018,2/27/2018,2018-02-27,2018-02-27
70,035c6,2551,1,44.54999924,4,4,4,444,1/14/2018,1/14/2018,2018-01-14,2018-01-14
71,036dd,2465,1,80.91000366,2,4,4,244,4/10/2018,4/10/2018,2018-04-10,2018-04-10
72,036ee,2492,1,1030.00000004,3,4,3,343,3/14/2018,3/14/2018,2018-03-14,2018-03-14
73,039bb,2472,1,1307.26998866,2,4,1,241,4/3/2018,4/3/2018,2018-04-03,2018-04-03
74,03b70,2489,1,1226.359985,2,4,2,242,3/17/2018,3/17/2018,2018-03-17,2018-03-17
75,03bbb,2498,1,71.81999969,3,4,4,344,3/8/2018,3/8/2018,2018-03-08,2018-03-08
76,03bfe,2543,1,71.81999969,4,4,4,444,1/22/2018,1/22/2018,2018-01-22,2018-01-22
77,03c09,2425,1,976.3599854,1,4,3,143,5/20/2018,5/20/2018,2018-05-20,2018-05-20
78,03c68,2491,1,1226.35995466,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
79,03ccb,2475,1,797.1400146,2,4,3,243,3/31/2018,3/31/2018,2018-03-31,2018-03-31
80,03d90,2492,1,1090.00001527,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
81,03d97,2419,1,2015.4499583000002,1,4,1,141,5/26/2018,5/26/2018,2018-05-26,2018-05-26
82,03dde,2506,1,1362.7300034,4,4,1,441,2/28/2018,2/28/2018,2018-02-28,2018-02-28
83,03ef7,2414,1,18.039999966,1,4,4,144,5/31/2018,5/31/2018,2018-05-31,2018-05-31
84,03f72,2407,1,1315.62995131,1,4,1,141,6/7/2018,6/7/2018,2018-06-07,2018-06-07
85,03f94,2502,1,1226.359985,3,4,2,342,3/4/2018,3/4/2018,2018-03-04,2018-03-04
86,040d9,2500,1,1090.00001527,3,4,2,342,3/6/2018,3/6/2018,2018-03-06,2018-03-06
87,041f6,2504,1,1090.00001527,4,4,2,442,3/2/2018,3/2/2018,2018-03-02,2018-03-02
88,0428c,2564,1,162.7299957,4,4,4,444,1/1/2018,1/1/2018,2018-01-01,2018-01-01
89,046eb,2516,1,77.26999664,4,4,4,444,2/18/2018,2/18/2018,2018-02-18,2018-02-18
90,049a3,2456,1,1161.81999969,2,4,2,242,4/19/2018,4/19/2018,2018-04-19,2018-04-19
91,04aa6,2504,1,1226.35995466,4,4,2,442,3/2/2018,3/2/2018,2018-03-02,2018-03-02
92,04b50,2442,1,1226.359985,2,4,2,242,5/3/2018,5/3/2018,2018-05-03,2018-05-03
93,04c26,2463,1,71.81999969,2,4,4,244,4/12/2018,4/12/2018,2018-04-12,2018-04-12
94,04c2e,2460,1,3543.090088,2,4,1,241,4/15/2018,4/15/2018,2018-04-15,2018-04-15
95,04d29,2438,1,80.91000366,2,4,4,244,5/7/2018,5/7/2018,2018-05-07,2018-05-07
96,04ed1,2464,1,271.8200073,2,4,3,243,4/11/2018,4/11/2018,2018-04-11,2018-04-11
97,04ed5,2501,1,1285.44995481,3,4,2,342,3/5/2018,3/5/2018,2018-03-05,2018-03-05
98,04f10,2504,1,2452.7299038,4,4,1,441,3/2/2018,3/2/2018,2018-03-02,2018-03-02
99,0514e,2459,1,797.1400146,2,4,3,243,4/16/2018,4/16/2018,2018-04-16,2018-04-16
100,0553a,2498,1,1362.72998,3,4,1,341,3/8/2018,3/8/2018,2018-03-08,2018-03-08
101,055b6,2528,1,499.0899963,4,4,3,443,2/6/2018,2/6/2018,2018-02-06,2018-02-06
102,055d6,2537,1,862.7299805,4,4,3,443,1/28/2018,1/28/2018,2018-01-28,2018-01-28
103,0566c,2501,1,1362.7300034,3,4,1,341,3/5/2018,3/5/2018,2018-03-05,2018-03-05
104,0571b,2410,1,3679.360107,1,4,1,141,6/4/2018,6/4/2018,2018-06-04,2018-06-04
105,0576a,2446,1,797.1400146,2,4,3,243,4/29/2018,4/29/2018,2018-04-29,2018-04-29
106,057f6,2413,1,59.09000015,1,4,4,144,6/1/2018,6/1/2018,2018-06-01,2018-06-01
107,057fd,2508,1,1362.7300034,4,4,1,441,2/26/2018,2/26/2018,2018-02-26,2018-02-26
108,058af,2500,1,80.91000366,3,4,4,344,3/6/2018,3/6/2018,2018-03-06,2018-03-06
109,05b7e,2489,1,1226.359985,2,4,2,242,3/17/2018,3/17/2018,2018-03-17,2018-03-17
110,05be5,2507,1,1226.35995466,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
111,05c7d,2522,1,71.81999969,4,4,4,444,2/12/2018,2/12/2018,2018-02-12,2018-02-12
112,05c91,2533,1,2725.449951,4,4,1,441,2/1/2018,2/1/2018,2018-02-01,2018-02-01
113,05cad,2494,1,1226.35995466,3,4,2,342,3/12/2018,3/12/2018,2018-03-12,2018-03-12
114,05d34,2455,1,797.1400146,2,4,3,243,4/20/2018,4/20/2018,2018-04-20,2018-04-20
115,05d80,2508,1,1226.35995466,4,4,2,442,2/26/2018,2/26/2018,2018-02-26,2018-02-26
116,05d99,2526,1,499.0899963,4,4,3,443,2/8/2018,2/8/2018,2018-02-08,2018-02-08
117,05ebb,2500,1,1434.55000309,3,4,1,341,3/6/2018,3/6/2018,2018-03-06,2018-03-06
118,05ecb,2492,1,1226.35995466,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
119,060d6,2428,1,126.3600006,1,4,4,144,5/17/2018,5/17/2018,2018-05-17,2018-05-17
120,061b0,2458,1,0.090000004,2,4,4,244,4/17/2018,4/17/2018,2018-04-17,2018-04-17
121,062a6,2392,1,1103.72998,1,4,2,142,6/22/2018,6/22/2018,2018-06-22,2018-06-22
122,0651d,2485,1,362.9100037,2,4,3,243,3/21/2018,3/21/2018,2018-03-21,2018-03-21
123,066cc,2491,1,2180.0000458,2,4,1,241,3/15/2018,3/15/2018,2018-03-15,2018-03-15
124,068f3,2504,1,1112.73000347,4,4,2,442,3/2/2018,3/2/2018,2018-03-02,2018-03-02
125,068fd,2464,1,0.090000004,2,4,4,244,4/11/2018,4/11/2018,2018-04-11,2018-04-11
126,069a4,2437,2,395.4499893,2,1,3,213,5/8/2018,4/30/2018,2018-05-08,2018-04-30
127,06b0c,2491,1,1149.0900154199999,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
128,06d70,2507,1,1226.35995466,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
129,06d7f,2415,1,1090.0,1,4,3,143,5/30/2018,5/30/2018,2018-05-30,2018-05-30
130,06ea0,2500,1,1090.00001527,3,4,2,342,3/6/2018,3/6/2018,2018-03-06,2018-03-06
131,06ee5,2509,1,21.81999969,4,4,4,444,2/25/2018,2/25/2018,2018-02-25,2018-02-25
132,06f01,2557,1,180.9100037,4,4,4,444,1/8/2018,1/8/2018,2018-01-08,2018-01-08
133,070cf,2396,1,362.730011,1,4,3,143,6/18/2018,6/18/2018,2018-06-18,2018-06-18
134,070d8,2386,1,590.0,1,4,3,143,6/28/2018,6/28/2018,2018-06-28,2018-06-28
135,0712c,2387,1,1307.26998866,1,4,1,141,6/27/2018,6/27/2018,2018-06-27,2018-06-27
136,071b6,2475,1,80.91000366,2,4,4,244,3/31/2018,3/31/2018,2018-03-31,2018-03-31
137,0734c,2505,1,1249.09002656,4,4,2,442,3/1/2018,3/1/2018,2018-03-01,2018-03-01
138,0740f,2548,1,271.8200073,4,4,3,443,1/17/2018,1/17/2018,2018-01-17,2018-01-17
139,074a5,2484,1,125.45999908,2,4,4,244,3/22/2018,3/22/2018,2018-03-22,2018-03-22
140,074b5,2413,1,362.730011,1,4,3,143,6/1/2018,6/1/2018,2018-06-01,2018-06-01
141,075a9,2401,1,71.81999969,1,4,4,144,6/13/2018,6/13/2018,2018-06-13,2018-06-13
142,076b5,2554,1,1044.540039,4,4,3,443,1/11/2018,1/11/2018,2018-01-11,2018-01-11
143,0770d,2502,1,1143.6400146600001,3,4,2,342,3/4/2018,3/4/2018,2018-03-04,2018-03-04
144,079f7,2487,1,1090.0,2,4,3,243,3/19/2018,3/19/2018,2018-03-19,2018-03-19
145,07a2b,2497,1,1285.44995481,3,4,2,342,3/9/2018,3/9/2018,2018-03-09,2018-03-09
146,07b87,2498,1,1226.35995466,3,4,2,342,3/8/2018,3/8/2018,2018-03-08,2018-03-08
147,07bb5,2439,1,80.91000366,2,4,4,244,5/6/2018,5/6/2018,2018-05-06,2018-05-06
148,07bbc,2504,1,1362.7300034,4,4,1,441,3/2/2018,3/2/2018,2018-03-02,2018-03-02
149,07c6f,2441,1,135.4499969,2,4,4,244,5/4/2018,5/4/2018,2018-05-04,2018-05-04
150,07cc8,2437,1,26.36000061,2,4,4,244,5/8/2018,5/8/2018,2018-05-08,2018-05-08
151,07d41,2492,1,1362.7300034,3,4,1,341,3/14/2018,3/14/2018,2018-03-14,2018-03-14
152,07d54,2525,1,862.7299805,4,4,3,443,2/9/2018,2/9/2018,2018-02-09,2018-02-09
153,07dcc,2500,1,317.269989,3,4,3,343,3/6/2018,3/6/2018,2018-03-06,2018-03-06
154,07f6e,2497,1,1362.7300034,3,4,1,341,3/9/2018,3/9/2018,2018-03-09,2018-03-09
155,07f8c,2519,1,908.1799927,4,4,3,443,2/15/2018,2/15/2018,2018-02-15,2018-02-15
156,07fac,2492,1,1230.99003576,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
157,07fbc,2437,1,59.09000015,2,4,4,244,5/8/2018,5/8/2018,2018-05-08,2018-05-08
158,0802b,2531,1,1021.820007,4,4,3,443,2/3/2018,2/3/2018,2018-02-03,2018-02-03
159,0814a,2445,1,797.1400146,2,4,3,243,4/30/2018,4/30/2018,2018-04-30,2018-04-30
160,082d6,2499,1,976.3599700899999,3,4,3,343,3/7/2018,3/7/2018,2018-03-07,2018-03-07
161,084fd,2495,1,1090.00001527,3,4,2,342,3/11/2018,3/11/2018,2018-03-11,2018-03-11
162,0850f,2539,1,89.06999969,4,4,4,444,1/26/2018,1/26/2018,2018-01-26,2018-01-26
163,0863d,2501,1,1362.7300034,3,4,1,341,3/5/2018,3/5/2018,2018-03-05,2018-03-05
164,086d0,2489,1,71.81999969,2,4,4,244,3/17/2018,3/17/2018,2018-03-17,2018-03-17
165,0873e,2471,1,30.90999985,2,4,4,244,4/4/2018,4/4/2018,2018-04-04,2018-04-04
166,087b9,2508,1,1408.1800237,4,4,1,441,2/26/2018,2/26/2018,2018-02-26,2018-02-26
167,087ed,2440,1,135.4499969,2,4,4,244,5/5/2018,5/5/2018,2018-05-05,2018-05-05
168,088c6,2556,1,1379.9999463000001,4,4,1,441,1/9/2018,1/9/2018,2018-01-09,2018-01-09
169,08a79,2384,1,347.6900024,1,4,3,143,6/30/2018,6/30/2018,2018-06-30,2018-06-30
170,08a8d,2437,1,127.25,2,4,4,244,5/8/2018,5/8/2018,2018-05-08,2018-05-08
171,08aa9,2501,1,1226.35995466,3,4,2,342,3/5/2018,3/5/2018,2018-03-05,2018-03-05
172,08b2c,2500,1,1362.7300034,3,4,1,341,3/6/2018,3/6/2018,2018-03-06,2018-03-06
173,08c89,2386,1,1103.640015,1,4,2,142,6/28/2018,6/28/2018,2018-06-28,2018-06-28
174,08cba,2445,1,797.1400146,2,4,3,243,4/30/2018,4/30/2018,2018-04-30,2018-04-30
175,08d16,2493,1,1226.35995466,3,4,2,342,3/13/2018,3/13/2018,2018-03-13,2018-03-13
176,08d2a,2507,1,2316.3600618,4,4,1,441,2/27/2018,2/27/2018,2018-02-27,2018-02-27
177,08d50,2499,1,1226.35995466,3,4,2,342,3/7/2018,3/7/2018,2018-03-07,2018-03-07
178,08d5e,2428,1,1226.359985,1,4,2,142,5/17/2018,5/17/2018,2018-05-17,2018-05-17
179,08d8a,2507,1,1226.35995466,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
180,08d9b,2422,1,127.25,1,4,4,144,5/23/2018,5/23/2018,2018-05-23,2018-05-23
181,08f43,2412,1,1090.0,1,4,3,143,6/2/2018,6/2/2018,2018-06-02,2018-06-02
182,08f59,2505,1,1090.00001527,4,4,2,442,3/1/2018,3/1/2018,2018-03-01,2018-03-01
183,08fe0,2475,1,797.1400146,2,4,3,243,3/31/2018,3/31/2018,2018-03-31,2018-03-31
184,0915e,2522,1,30.90999985,4,4,4,444,2/12/2018,2/12/2018,2018-02-12,2018-02-12
185,092c5,2504,1,1362.7300034,4,4,1,441,3/2/2018,3/2/2018,2018-03-02,2018-03-02
186,093d6,2543,1,1021.820007,4,4,3,443,1/22/2018,1/22/2018,2018-01-22,2018-01-22
187,093f4,2497,1,1307.2699583200001,3,4,1,341,3/9/2018,3/9/2018,2018-03-09,2018-03-09
188,0966d,2427,1,1362.72998,1,4,1,141,5/18/2018,5/18/2018,2018-05-18,2018-05-18
189,0980e,2498,1,2452.7299038,3,4,1,341,3/8/2018,3/8/2018,2018-03-08,2018-03-08
190,09a5b,2507,1,1362.7300034,4,4,1,441,2/27/2018,2/27/2018,2018-02-27,2018-02-27
191,09a64,2497,1,80.91000366,3,4,4,344,3/9/2018,3/9/2018,2018-03-09,2018-03-09
192,09a96,2504,1,1226.35995466,4,4,2,442,3/2/2018,3/2/2018,2018-03-02,2018-03-02
193,09aef,2465,2,2589.08993466,2,1,1,211,4/10/2018,3/11/2018,2018-04-10,2018-03-11
194,09af8,2452,1,71.81999969,2,4,4,244,4/23/2018,4/23/2018,2018-04-23,2018-04-23
195,09d41,2498,1,71.81999969,3,4,4,344,3/8/2018,3/8/2018,2018-03-08,2018-03-08
196,09f33,2385,1,22.72999954,1,4,4,144,6/29/2018,6/29/2018,2018-06-29,2018-06-29
197,09f50,2413,1,21.81999969,1,4,4,144,6/1/2018,6/1/2018,2018-06-01,2018-06-01
198,09ff8,2429,1,1090.0,1,4,3,143,5/16/2018,5/16/2018,2018-05-16,2018-05-16
199,0a05c,2507,1,1090.00001527,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
200,0a10b,2538,1,53.63999939,4,4,4,444,1/27/2018,1/27/2018,2018-01-27,2018-01-27
201,0a1e3,2458,1,0.090000004,2,4,4,244,4/17/2018,4/17/2018,2018-04-17,2018-04-17
202,0a21c,2507,1,1226.35995466,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
203,0a250,2445,1,885.7700195,2,4,3,243,4/30/2018,4/30/2018,2018-04-30,2018-04-30
204,0a310,2532,1,117.2699966,4,4,4,444,2/2/2018,2/2/2018,2018-02-02,2018-02-02
205,0a572,2464,1,0.180000007,2,4,4,244,4/11/2018,4/11/2018,2018-04-11,2018-04-11
206,0a5c4,2533,1,71.81999969,4,4,4,444,2/1/2018,2/1/2018,2018-02-01,2018-02-01
207,0a6d9,2426,1,1226.359985,1,4,2,142,5/19/2018,5/19/2018,2018-05-19,2018-05-19
208,0a7d3,2455,1,545.0,2,4,3,243,4/20/2018,4/20/2018,2018-04-20,2018-04-20
209,0a975,2522,1,11.819999933999998,4,4,4,444,2/12/2018,2/12/2018,2018-02-12,2018-02-12
210,0aa0f,2539,1,44.54999924,4,4,4,444,1/26/2018,1/26/2018,2018-01-26,2018-01-26
211,0aaae,2421,1,1362.72998,1,4,1,141,5/24/2018,5/24/2018,2018-05-24,2018-05-24
212,0aaef,2492,1,1226.35995466,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
213,0ab3e,2496,1,1226.35995466,3,4,2,342,3/10/2018,3/10/2018,2018-03-10,2018-03-10
214,0ab3f,2498,1,1149.0900154199999,3,4,2,342,3/8/2018,3/8/2018,2018-03-08,2018-03-08
215,0ab76,2499,1,1090.00001527,3,4,2,342,3/7/2018,3/7/2018,2018-03-07,2018-03-07
216,0ac26,2536,1,1271.819946,4,4,2,442,1/29/2018,1/29/2018,2018-01-29,2018-01-29
217,0ac9e,2496,1,1090.00001527,3,4,2,342,3/10/2018,3/10/2018,2018-03-10,2018-03-10
218,0ad4d,2464,2,797.1400146,2,1,3,213,4/11/2018,4/11/2018,2018-04-11,2018-04-11
219,0ad8d,2507,1,1090.00001527,4,4,2,442,2/27/2018,2/27/2018,2018-02-27,2018-02-27
220,0ae8b,2492,1,1190.5599819400002,3,4,2,342,3/14/2018,3/14/2018,2018-03-14,2018-03-14
221,0ae9c,2495,1,1090.00001527,3,4,2,342,3/11/2018,3/11/2018,2018-03-11,2018-03-11
222,0b01a,2467,1,1443.63998366,2,4,1,241,4/8/2018,4/8/2018,2018-04-08,2018-04-08
223,0b04c,2436,1,999.0900269,2,4,3,243,5/9/2018,5/9/2018,2018-05-09,2018-05-09
224,0b0ae,2473,1,317.17999264,2,4,3,243,4/2/2018,4/2/2018,2018-04-02,2018-04-02
225,0b19a,2428,1,1226.359985,1,4,2,142,5/17/2018,5/17/2018,2018-05-17,2018-05-17
226,0b1a1,2483,1,1090.0,2,4,3,243,3/23/2018,3/23/2018,2018-03-23,2018-03-23
227,0b21e,2409,1,2582.1799163,1,4,1,141,6/5/2018,6/5/2018,2018-06-05,2018-06-05
228,0b344,2493,1,976.3599700899999,3,4,3,343,3/13/2018,3/13/2018,2018-03-13,2018-03-13
229,0b362,2429,1,0.449999988,1,4,4,144,5/16/2018,5/16/2018,2018-05-16,2018-05-16
230,0b386,2491,1,1226.35995466,2,4,2,242,3/15/2018,3/15/2018,2018-03-15,2018-03-15
231,0b402,2494,1,1112.73000347,3,4,2,342,3/12/2018,3/12/2018,2018-03-12,2018-03-12
232,0b6b5,2411,1,62.72999954,1,4,4,144,6/3/2018,6/3/2018,2018-06-03,2018-06-03
233,0b6c0,2409,1,1362.72998,1,4,1,141,6/5/2018,6/5/2018,2018-06-05,2018-06-05
234,0b74b,2497,1,1285.44995481,3,4,2,342,3/9/2018,3/9/2018,2018-03-09,2018-03-09
235,0b81e,2466,1,708.5,2,4,3,243,4/9/2018,4/9/2018,2018-04-09,2018-04-09
236,0b8ea,2475,1,976.3599854,2,4,3,243,3/31/2018,3/31/2018,2018-03-31,2018-03-31
237,0b949,2499,1,1226.35995466,3,4,2,342,3/7/2018,3/7/2018,2018-03-07,2018-03-07
238,0b98e,2545,1,62.72999954,4,4,4,444,1/20/2018,1/20/2018,2018-01-20,2018-01-20
239,0b9df,2531,1,244.5500031,4,4,4,444,2/3/2018,2/3/2018,2018-02-03,2018-02-03
240,0ba57,2440,1,3817.27002,2,4,1,241,5/5/2018,5/5/2018,2018-05-05,2018-05-05
241,0ba64,2501,1,1226.35995466,3,4,2,342,3/5/2018,3/5/2018,2018-03-05,2018-03-05
242,0bb83,2498,1,1226.35995466,3,4,2,342,3/8/2018,3/8/2018,2018-03-08,2018-03-08
243,0bc6a,2498,1,53.63999939,3,4,4,344,3/8/2018,3/8/2018,2018-03-08,2018-03-08
244,0be0a,2520,1,108.1800003,4,4,4,444,2/14/2018,2/14/2018,2018-02-14,2018-02-14
245,0bf49,2425,1,44.54999924,1,4,4,144,5/20/2018,5/20/2018,2018-05-20,2018-05-20
246,0c00e,2500,1,44.54999924,3,4,4,344,3/6/2018,3/6/2018,2018-03-06,2018-03-06
247,0c02f,2537,1,180.9100037,4,4,4,444,1/28/2018,1/28/2018,2018-01-28,2018-01-28
248,0c0ed,2414,1,62.72999954,1,4,4,144,5/31/2018,5/31/2018,2018-05-31,2018-05-31
249,0c260,2413,1,362.730011,1,4,3,143,6/1/2018,6/1/2018,2018-06-01,2018-06-01
250,0c394,2429,1,1180.910034,1,4,2,142,5/16/2018,5/16/2018,2018-05-16,2018-05-16
251,0c3b7,2551,1,271.8200073,4,4,3,443,1/14/2018,1/14/2018,2018-01-14,2018-01-14
252,0c4c0,2527,1,170.90999984,4,4,4,444,2/7/2018,2/7/2018,2018-02-07,2018-02-07
253,0c579,2426,1,108.1800003,1,4,4,144,5/19/2018,5/19/2018,2018-05-19,2018-05-19
254,0c583,2545,1,908.1799927,4,4,3,443,1/20/2018,1/20/2018,2018-01-20,2018-01-20
255,0c5b5,2465,1,1362.72998,2,4,1,241,4/10/2018,4/10/2018,2018-04-10,2018-04-10
256,0c6e2,2396,1,71.81999969,1,4,4,144,6/18/2018,6/18/2018,2018-06-18,2018-06-18
257,0c707,2409,1,1274.71995146,1,4,2,142,6/5/2018,6/5/2018,2018-06-05,2018-06-05
